name;eva
Rastatt;8000306
Rastatt Bahnhof Ost;8071189
Rastatt Beinle;8004944
Rastede;8004945
Rastow;8012716
Rath Mitte S Düsseldorf;366210
Rath Mitte S-Bahnhof Düsseldorf;653773
Rath S-Bahnhof Düsseldorf;368209
Rathaus (Bus) Stolberg (Rhld);585861
Rathaus (Schiff) Tegernsee;966964
Rathaus Bempflingen;561074
Rathaus Ellefeld;967373
Rathaus Gernsbach;720973
Rathaus Großenbrode;139272
Rathaus Heilbronn;400055
Rathaus Hemmingen (Württ);556867
Rathaus Hermaringen;492621
Rathaus Kassel;712896
Rathaus Kolkwitz;742328
Rathaus Rutesheim;555019
Rathaus Schopfloch (Kreis Freudenstadt);815407
Rathaus Tegernsee;592940
Rathaus Villmar;116503
Rathaus Wannweil;752188
Rathaus Weil am Rhein;499573
Rathaus Wemmetsweiler Merchweiler;836247
Rathaus West Gundelfingen (Breisgau);808008
Rathaus Wörth am Rhein;723687
Rathaus/Bahnhof Bodenmais;840908
Rathaus/Fünffensterstraße Kassel;716122
Rathenow;8010296
Rathmannsdorf (Kr Pirna);8012719
Ratingen Ost;8004948
Ratzeburg;8004952
Raubling;8004955
Rauenstein (Thür);8012723
Rauenstein Bahnhof Pockau-Lengefeld;981385
Raumland Abzw Bahnhof Bad Berleburg;414926
Raumland-Markhausen;8004960
Raumünzach;8004961
Raumünzach Bahnhof Forbach;724097
Raun;8012724
Raunheim;8004962
Ravensburg;8004965
Ravensburg Bhf (SEV);8089483
Rebdorf-Hofmühle;8004966
Rebenweg Owen;558230
Rech;8004967
Rechenberg;8012727
Rechenberg Schule;8017220
Rechtenstein;8004968
Rechterfeld;8004970
Rechterfeld Bahnhof Visbek;610970
Reckendorf;8004971
Reckendorf Ortsmitte;8070994
Reckendorf-Laimbach;8070995
Reckenfeld;8004972
Reckenfeld Abzw Bahnhof Greven (Westf);907238
Reckenfeld Bahnhof Greven (Westf);910876
Recklinghausen Hbf;8000307
Recklinghausen Süd;8000887
Recklinghausen Süd Bahnhof;657513
Reckweilerhof;8004975
Reckweilerhof Bahnhof Wolfstein;403870
Reddelich;8012729
Reddelich Gaststätte;8079760
Rednitzhembach;8004978
Redwitz (Rodach);8004979
Regen;8004981
Regensburg Hbf;8000309
Regensburg-Burgweinting;8001298
Regensburg-Prüfening;8004983
Regenstauf;8004987
Regis-Breitingen;8012731
Regis-Breitingen (Kohlebahn);366585
Rehau;8004988
Rehbrücke Bahnhof Potsdam;735283
Rehbrücke Bahnhof Südseite Potsdam;278299
Rehfeld (EE) Bahnhof Falkenberg (Elster);729734
Rehfeld (Falkenberg);8012734
Rehfelde;8012735
Rehna;8012737
Rehna Friedrich-Dreyer-Straße;8079432
Rehweiler;8004993
Reichelsdorf Bahnhof Nürnberg;682696
Reichelsdorfer Keller;8004994
Reichelsheim (Wett);8004995
Reichenau (Baden);8004997
Reichenbach (Fils);8004999
Reichenbach (Oberlausitz);8012738
Reichenbach (Vogtl) Bus;8070204
Reichenbach (Vogtl) ob Bf;8012739
Reichenbach Bahnhof Dahn;509158
Reichenbach Kurpark Waldbronn;201401
Reichenbach bei Ettlingen;8007012
Reichenberg (Unterfr);8005002
Reichensachsen Bahnhof Wehretal;711966
Reichenschwand;8005005
Reichersbeuern;8005007
Reichertshausen (Ilm);8005008
Reicholzheim;8005011
Reicholzheim Ort;8071142
Reifland Bahnhof Reifland-Wünschendorf Pockau-Len;981384
Reifland-Wünschendorf;8012740
Reihen;8005013
Reihen Bahnhof Sinsheim;509168
Reil;8005014
Reilsheim;8005015
Reilsheim Bahnhof Bammental;509183
Reimerzhoven Altenahr;459880
Reinbek;8005016
Reinfeld (Holst);8005019
Reinhardsbrunn Bahnhof Friedrichroda;996977
Reinhardsbrunn-Friedrichroda;8012742
Reinheim (Odenw);8005020
Reinsbüttel;8005023
Reinsdorf (Artern);8010124
Reinsdorf (Bus) Nebra (Unstrut);957215
Reinsdorf (bei Nebra);8012743
Reinstetten;8079094
Reisen (Hess);8005026
Reisen Bahnhof Birkenau;509189
Reisholz S-Bahnhof Düsseldorf;364748
Reiskirchen (Kr Gi);8005027
Reken;8005030
Reken-Klein Reken;8003305
Remagen;8000310
Remagen KD;8075946
Remarqueplatz/Bahnhof Löhne;924418
Remscheid Hbf;8005033
Remscheid-Güldenwerth;8005034
Remscheid-Lennep;8000311
Remscheid-Lüttringhausen;8005035
Renchen;8005037
Rendsburg;8000312
Rendsburg Herrenstraße;8071264
Rengershausen Bahnhof Baunatal;710779
Rengershausen Kirche Baunatal;712895
Renningen;8000313
Renningen Süd;8005001
Rennsteig;8012749
Rennsteig Bahnhof Suhl;645372
Rentrisch;8005044
Rentweinsdorf;8005045
Rentweinsdorf Ortsmitte;8071011
Rentwertshausen;8012750
Rentwertshausen Bahnhof Grabfeld;996469
Rentzschmühle;8012751
Rethen (Leine);8005047
Rethen (Leine) Bahnhof Laatzen;614077
Retzbach-Zellingen;8005049
Reurieth;8012756
Reutershagen Rostock;939410
Reuterstadt Stavenhagen;8012758
Reuth (b Erbendorf);8005050
Reuth (b Plauen Vogtl);8012759
Reutin Bahnhof Kemptener Str Lindau (Bodensee);104529
Reutlingen Hbf;8000314
Reutlingen West;8005052
Reutlingen-Betzingen;8005053
Reutlingen-Sondelfingen;8005054
Reußen;8012757
Reventloubrücke Kiel;703599
Rhade;8005055
Rhade Bahnhof Dorsten;363077
Rhade Bahnhof Vorplatz Dorsten;204908
Rheda Bahnhof Rheda-Wiedenbrück;926736
Rheda-Wiedenbrück;8000315
Rheinau Bahnhof Mannheim;518328
Rheinbach;8005058
Rheinbach Römerkanal;8005057
Rheinberg (Rheinl);8005059
Rheinbrohl;8005062
Rheinbrücke Bahnhof Urmitz;453548
Rheindahlen Bahnhof Mönchengladbach;659733
Rheine;8000316
Rheine-Mesum;8004000
Rheinfelden (Baden);8005064
Rheinfelden (CH) Augarten;8500833
Rheinfelden (D) Busbahnhof;8079244
Rheinfelden (D) Bürgerheim;8079243
Rheinfelden (D) Deutscher Zoll;8079245
Rheinfelden (D) Eichamtstraße;8079247
Rheinfelden (D) Friedhof;8079258
Rheinfelden (D) Friedrichplatz;8079248
Rheinfelden (D) Gewerbeschule;8079249
Rheinfelden (D) Goethestraße;8079250
Rheinfelden (D) Hebelstraße;8079251
Rheinfelden (D) Josefskirche;8079252
Rheinfelden (D) Kreiskrankenh;8079253
Rheinfelden (D) Kronenstraße;8079262
Rheinfelden (D) Müßmattstraße;8079254
Rheinfelden (D) Oberrheinplatz;8079255
Rheinfelden (D) Post;8079256
Rheinfelden (D) Schillerschule;8079259
Rheinfelden (D) Schwalbenstraße;8079257
Rheinfelden (D) Seniorenwohng;8079261
Rheinfelden (D) Werderstraße;8079260
Rheinfähre Boppard;286283
Rheinfähre Kaub;219612
Rheinfähre Remagen;112215
Rheinfähre St Goar;114891
Rheinfähre St Goarshausen;455490
Rheingönheim Bahnhof Ludwigshafen am Rhein;507651
Rheinhafen Karlsruhe;362391
Rheinhafenstraße Karlsruhe;372203
Rheinhausen;8000317
Rheinhausen Bahnhof Duisburg;653055
Rheinhausen Ost;8005065
Rheinhausen Ost Bahnhof Duisburg;366452
Rheinhausen Ostbahnhof Duisburg;653058
Rheinpark-Center S-Bahnhof Neuss;660693
Rheinsberg (Mark);8012760
Rheinsberger Tor Bahnhof Neuruppin;734247
Rheinsheim;8005067
Rheinsheim Schule;8070890
Rheinweiler;8005068
Rheinweiler Ort Bad Bellingen;499548
Rheinzabern Alte Römerstraße;8005072
Rheinzabern Bf;8005069
Rheinzabern Rappengasse;8005071
Rhens;8005070
Rhens KD;8075955
Rheydt Hauptbahnhof Mönchengladbach;658132
Rheydt Hbf;8000318
Rheydt-Odenkirchen;8005073
Rhöndorf;8005074
Rhöndorf Bahnhof;8075074
Rhöndorf Bahnhof Bad Honnef;442610
Ribnitz Bahnhof West Ribnitz-Damgarten;936147
Ribnitz-Damgarten Ost;8012762
Ribnitz-Damgarten Ost Friedhof;8087031
Ribnitz-Damgarten West;8012763
Ribnitz-Damgarten West (Bahnhofsvorplatz);8087032
Ricarda-Huch-Straße Nordhausen;248319
Richard-Wagner-Str Halberstadt;962022
Richard-Wagner-Str Wörth am Rhein;510756
Richard-von-Weizsäcker-Platz Berlin;731620
Richen (b Eppingen);8005077
Rickling;8005080
Ried;8005083
Ried Bahnhof Pfronten;965642
Ried Ort Sulzberg;965941
Ried Sandgasse;8071383
Riederau;8005086
Riederau Bahnhof Dießen a Ammersee;223090
Riederau Schiff Dießen a Ammersee;622959
Riedersbach;8101916
Riedlingen;8005087
Riedrode;8005089
Riedrode Bahnhof Bürstadt;509276
Riedstadt-Goddelau;8000126
Riedstadt-Wolfskehlen;8003605
Riedstadt-Wolfskehlen Friedhof;8071653
Riegel am Kaiserstuhl Ort;8007284
Riegel-Malterdingen;8005090
Riegel-Malterdingen NE;8007299
Riehen;8005091
Rielasingen Kirche;8079074
Rielasingen Mühle;8079823
Rielasingen Ramsener Straße;8070904
Rielasingen Schnaidholz;8070903
Rielasingen Zoll;8079808
Riem Bahnhof München;625929
Riem Bahnhof Nordseite (Dornach) München;625933
Riemenschneiderstr Chemnitz;984502
Rieneck;8005092
Riersbach Oberharmersbach;882502
Riesa;8010297
Rieschweiler;8005094
Rieschweiler Bahnhof Rieschweiler-Mühlbach;403175
Rieseby;8005095
Rieseby Schleibrücke Süd;8085385
Rieste;8005096
Riestedt;8012766
Riestedt Abzw Annarode;8071100
Riestedt Bahnhof (Bus) Sangerhausen;957015
Rietheim (Württ);8005097
Rietheim Bahnhof Rietheim-Weilheim;499389
Rietschen;8012767
Riffelriß Grainau;966907
Rigaer Straße Rostock;100085
Rimbach;8005098
Ringelheim Bahnhof Salzgitter;889451
Ringelheim Salzgitter;366125
Ringenwalde (Templin);8012768
Ringleben-Gebesee;8012769
Ringsheim/Europa-Park;8005101
Rinkerode;8005102
Rinklingen;8079059
Rinnthal;8005103
Rinteln;8005104
Rintheim Sinsheimer Straße Karlsruhe;370404
Rippberg;8005105
Rippberg Bahnhof Walldürn;106624
Risum-Maasbüll Bahnhof Risum-Lindholm;696140
Ritschenhausen;8012770
Ritter-von-Aldebert-Straße Fürth (Bayern);677263
Ritterhude;8005107
Robert-Bosch-Straße Dettingen unter Teck;555858
Robert-Bosch-Straße Nord Langen (Hessen);108395
Robert-Koch-Straße Freiburg im Breisgau;808279
Robert-Koch-Straße Pulsnitz;975387
Rockenhausen;8005111
Rodalben;8005113
Rodenbach (Dillkr);8005116
Rodenbach (b Hanau);8004402
Rodenbach Oranienstraße Haiger;121027
Rodenkirchen (Oldb);8005119
Rodenkirchen Bahnhof Stadland;768866
Rodewisch;8012775
Rodewisch Busbahnhof;8070985
Rodgau-Dudenhofen;8001567
Rodgau-Hainhausen;8002528
Rodgau-Jügesheim;8003131
Rodgau-Nieder Roden;8004351
Rodgau-Rollwald;8005156
Rodgau-Weiskirchen;8006293
Rodheim Schwimmbad Rosbach v d Höhe;361658
Rodheim vor der Höhe;8005120
Roding;8005121
Rodleben;8012777
Roetgen;8085023
Roggentin;8012785
Rogätz S-Bahnhof (Bus) Angern;953235
Rohr (Thür);8012787
Rohr (Thür) Ort;8089155
Rohr Mitte Stuttgart;561461
Rohr Stuttgart;561357
Rohrbach (Ilm);8000256
Rohrbach (Oberbay);8005145
Rohrbach (Oberbay) Schoßbach;8071455
Rohrbach (Pfalz);8005146
Rohrbach (Saar);8000319
Rohrenfeld;8005149
Roigheim;8005151
Roisdorf;8005152
Roisdorf Bahnhof Bornheim (Rheinland);446105
Roisdorf Bahnhof/Rosental Bornheim (Rheinland);442906
Roitzsch (Bitterf);8012788
Roitzsch Lindenstr/Haltepunkt Sandersdorf-Brehna;957968
Roitzsch Lindenstraße;8071713
Rolandseck;8005153
Rolandseck Bahnhof/Fähre;8071771
Rollhofen;8005154
Rommelshausen;8005157
Rommelshausen Bahnhof Kernen im Remstal;367701
Rommelshausen Kernen im Remstal;561568
Rommerskirchen;8005159
Romrod Kirche;8071840
Ronneburg (Thür);8010301
Ronnenberg;8005160
Ronnenberg Bauernwiesenweg;8071893
Ronsdorf Bahnhof Wuppertal;664674
Ronshausen;8005161
Ronshausen Bürgermeisteramt;8071120
Rosbach (Sieg);8005164
Rosbach Bahnhof Windeck;440115
Rosbach vor der Höhe;8005163
Rosenau (b Grafenau);8005166
Rosenauer Str/Bahnhof Dörfles-Esbach;468367
Rosenberg (Baden);8005168
Rosenbergstr Chemnitz;366222
Rosendahl-Holtwick;8002972
Rosengarten Bahnhof Frankfurt (Oder);740168
Rosenhag Bernburg (Saale);376460
Rosenheim;8000320
Rosenheim Aicherpark;8005169
Rosenheim Hochschule;8005173
Rosenheim Hochschule/FOS;8071453
Rosenheimer Platz München;140004
Rosenhügel Bahnhof Velbert;657862
Rosenthaler Platz (U) Berlin;732552
Rosenwinkel;8012792
Rostock Albrecht-Kossel-Platz;8070961
Rostock Hbf;8010304
Rostock Hbf Nord (Konrad-Adenauer-Platz);8071248
Rostock Holbeinplatz;8012805
Rostock Parkstraße;8012801
Rostock Seehaf Fähre;8089326
Rostock Seehafen Nord;8012802
Rostock Thierfelder Campus Südstadt;8079761
Rostock Thierfelder Straße;8079629
Rostock Toitenwinkel;8012808
Rostock ZOB;8089489
Rostock-Bramow;8012803
Rostock-Bramow Carl-Hopp-Str;8071788
Rostock-Dierkow;8012804
Rostock-Evershagen;8011523
Rostock-Hinrichsdorfer Straße;8012800
Rostock-Kassebohm;8012806
Rostock-Kassebohm Weißes Kreuz;8079762
Rostock-Lichtenhagen;8012221
Rostock-Lütten Klein;8012271
Rostock-Marienehe;8012807
Rostock-Marienehe An der Jägerbäk;8071759
Rostock-Marienehe Sporthalle;8071758
Rostock-Torfbrücke;8012582
Rot am See;8005179
Rot-Malsch;8005181
Rotenbach (Enz);8070277
Rotenburg (Wümme);8000321
Rotenburg an der Fulda;8005182
Rotenhain;8005184
Roter Turm Chemnitz;984607
Roth;8005185
Rothenburg ob der Tauber;8005190
Rothenburger Straße Nürnberg;682698
Rothenbürg;8005189
Rothenstein (Saale);8012811
Rott (Inn);8005194
Rottenacker;8005195
Rottenbach;8010305
Rottenbach Bahnhof Königsee;374571
Rottenburg (Neckar);8005197
Rottendorf;8005198
Rottershausen;8005199
Rotthausen Gelsenkirchen;365031
Rottweil;8000322
Rottweil Göllsdorf;8005200
Rottweil Neufra;8004280
Rottweil Saline;8005202
Rotweinstraße Rech;458853
Roxel Bahnhof Münster (Westf);910059
Roßbach (Pfalz);8005172
Roßbach Bahnhof Wolfstein;208029
Roßla;8012796
Roßla Bahnhof (Bus) Südharz;954792
Roßlau (Elbe);8010302
Roßlau (Elbe) Bahnhof (Bus) Dessau-Roßlau;961588
Roßleben;8012797
Roßplatz Leipzig;956668
Roßtal;8005177
Roßtal Wegbrücke;8005178
Roßtrappe/Bergstation Sessellift Thale;366755
Roßwein;8010303
Rudersberg;8007196
Rudersberg Nord;8070079
Rudersberg-Oberndorf;8007625
Rudersdorf (Siegen);8005205
Rudersdorf P+R Bahnhof Wilnsdorf;483020
Rudolstadt (Thür);8010306
Rudolstadt-Schwarza;8010307
Ruhland;8010308
Ruhlsdorf-Zerpenschleuse;8012821
Ruhlsdorf-Zerpenschleuse Bahnhof Marienwerder;738895
Ruhmannsfelden;8070664
Ruhpolding;8005222
Ruhrort Bahnhof Duisburg;376021
Ruhstorf;8005223
Ruit Knittlinger Straße;8071497
Rullstorf;8070644
Rumeln;8005225
Rumeln Bahnhof Duisburg;653073
Rummenohl;8005227
Rummenohl Bahnhof Hagen (Westf);372298
Runkel;8005229
Runkel Sparkasse;8071342
Ruppertsgrün;8012823
Rupprechtstegen;8005231
Rurberg Schiffsanleger Obersee Heimbach (Eifel);268577
Rurberg Schiffsanleger Rursee Simmerath;268570
Ruschberg;8007886
Ruschwedel;8007845
Rutesheim;8005236
Rutesheim Bahnhof Leonberg (Württ);561441
Ruthenbeck;8012824
Ruthenbeck B321 Friedrichsruhe;320907
Rätzlingen;8012705
Röblingen Bahnhof Seegebiet Mansfelder Land;954793
Röblingen am See;8010299
Rödelheim Bahnhof Frankfurt a M;101217
Rödental;8004633
Rödental Mitte;8005122
Röderhofer Str Halberstadt;962232
Rödermark-Ober Roden;8000285
Rödermark-Urberach;8006031
Rödlitz Bahnhof Lichtenstein/Sa;982984
Rödlitz-Hohndorf;8012781
Röhrmoos;8005127
Röhrnbach;8070810
Römerkanal Bahnhof Rheinbach;364330
Römerkastell Saarbrücken;836945
Römerstraße Dettingen unter Teck;561063
Rönshausen Bahnhof;8005131
Rönshausen Rönshausener Straße;8071381
Röntgental;8081210
Röslau;8005133
Rösrath;8005134
Rösrath-Stümpen;8005143
Rösslesweg Mühlacker;372690
Röt;8005135
Röt Baiersbronn;363036
Röte Weil im Schönbuch;555189
Rötenbach (Baden);8005136
Rötgesbüttel;8005137
Röthenbach (Allgäu);8005138
Röthenbach (Oberpf);8005139
Röthenbach (Pegnitz);8005140
Röthenbach Bahnhof Kohlberg (Oberpfalz);379973
Röthenbach-Seespitz;8005142
Röthenbach-Steinberg;8005141
Rövershagen;8010300
Rövershagen Karls Erlebnisdorf;8012818
Rößlerstr Chemnitz;330035
Rückersbacher Schlucht;8005208
Rückersdorf;8012816
Rückersdorf (Mfr);8005209
Rüdesheim (Rhein);8005213
Rüdesheim (Rhein) KD;8075969
Rüdnitz;8012819
Rüdnitz Dorf;8089153
Rügendammbahnhof Stralsund;952276
Rülzheim Bf;8005217
Rülzheim Freizeitzentrum;8005214
Rümmingen;8070524
Ründeroth;8005218
Ründeroth Bahnhof Engelskirchen;441024
Rüppurr Battstraße Karlsruhe;722324
Rüppurr Ostendorfplatz Karlsruhe;722325
Rüppurr Tulpenstraße Karlsruhe;722326
Rüppurrer Tor Karlsruhe;140085
Rüschpark (Fähre) Hamburg;626250
Rüschpark Hamburg;895330
Rüsselbach;8005219
Rüsselbach Bahnhof Igensdorf;683429
Rüsselsheim;8005220
Rüsselsheim Opelwerk;8005221
S-Bahn Station Stresemannallee Frankfurt a M;100934
S-Bahn Süd Neckarsulm;421169
S-Bahnhof (Bus) Bennewitz;373448
S-Bahnhof (Bus) Böhlen (Sachsen);956619
S-Bahnhof (Bus) Gräfenhainichen;953953
S-Bahnhof (Bus) Jesewitz;954129
S-Bahnhof (Bus) Landsberg (Saalekreis);964651
S-Bahnhof (Bus) Markkleeberg;956883
S-Bahnhof (Bus) Osterburg (Altmark);962114
S-Bahnhof (Bus) Schkeuditz;955266
S-Bahnhof (Bus) Seehausen (Altmark);961945
S-Bahnhof (Bus) Taucha;959217
S-Bahnhof (Bus) Teutschenthal;130828
S-Bahnhof Allee-Center (Bus) Leipzig;956676
S-Bahnhof Altstadt Meißen;304055
S-Bahnhof Anger-Crottendorf (Bus) Leipzig;956079
S-Bahnhof Bergisch Gladbach;445434
S-Bahnhof Bischofsplatz Dresden;972195
S-Bahnhof Buckau (Ersatzhalt) Magdeburg;371841
S-Bahnhof Buckau/Puppentheater Magdeburg;953453
S-Bahnhof Connewitz (Tram/Bus) Leipzig;955791
S-Bahnhof Dessauer Brücke (Tram) Halle (Saale);953047
S-Bahnhof Dobritz Dresden;360919
S-Bahnhof Eichenweiler Magdeburg;953354
S-Bahnhof Erkrath;654182
S-Bahnhof Essener Str (Bus) Leipzig;130699
S-Bahnhof Freiberger Straße Dresden;110025
S-Bahnhof Gaschwitz (Bus) Markkleeberg;957040
S-Bahnhof Gohlis (Bus) Leipzig;957546
S-Bahnhof Grenzstraße Dresden;500662
S-Bahnhof Grünauer Allee (Bus) Leipzig;223161
S-Bahnhof Hainsberg Freital;978706
S-Bahnhof Hainsberg West Freital;972707
S-Bahnhof Hilden;663673
S-Bahnhof Hochschule (Bus) Stendal;959441
S-Bahnhof Industriegelände Dresden;972209
S-Bahnhof Karlsruher Str (Bus) Leipzig;957443
S-Bahnhof Kötzschenbroda Radebeul;974360
S-Bahnhof Langenfeld (Rheinland);658830
S-Bahnhof Leutzsch Leipzig;958322
S-Bahnhof MDR (Bus) Leipzig;964060
S-Bahnhof Messe (Bus) Halle (Saale);962549
S-Bahnhof Messe (Tram/Bus) Leipzig;953793
S-Bahnhof Möckern (Tram/Bus) Leipzig;954205
S-Bahnhof Neuenhagen bei Berlin;738582
S-Bahnhof Neustadt (Bus) Magdeburg;962959
S-Bahnhof Neustadt (Tram) Magdeburg;953335
S-Bahnhof Neustadt (Tram/Bus) Halle (Saale);953228
S-Bahnhof Nietleben (Bus) Halle (Saale);953231
S-Bahnhof Nord (Bus) Leipzig;954196
S-Bahnhof Nord (Bus) Markkleeberg;958221
S-Bahnhof Oberer Bahnhof (Bus) Delitzsch;361681
S-Bahnhof Ost Radebeul;974358
S-Bahnhof Ost Südausgang Radebeul;978070
S-Bahnhof Pieschen Dresden;979228
S-Bahnhof Plagwitz (Tram/Bus) Leipzig;953794
S-Bahnhof Plauen Dresden;978191
S-Bahnhof Potschappel Freital;301102
S-Bahnhof Reick Dresden;973509
S-Bahnhof Rosengarten (Tram/Bus) Halle (Saale);953203
S-Bahnhof SKET Industriepark (Bus) Magdeburg;953559
S-Bahnhof Silberhöhe (Tram/Bus) Halle (Saale);953211
S-Bahnhof Slevogtstr (Bus) Leipzig;962548
S-Bahnhof Steintorbrücke Halle (Saale);953222
S-Bahnhof Strehlen Dresden;360757
S-Bahnhof Stötteritz (Tram/Bus) Leipzig;958145
S-Bahnhof Süd (Bus) Landsberg (Saalekreis);230709
S-Bahnhof Süd (Bus) Schönebeck (Elbe);964709
S-Bahnhof Süd Heidenau (Sachsen);973541
S-Bahnhof Süd Hilden;658036
S-Bahnhof Südost (Tram/Bus) Magdeburg;953375
S-Bahnhof Südstadt (Tram/Bus) Halle (Saale);953226
S-Bahnhof Thekla (Bus) Leipzig;954868
S-Bahnhof Trachau Dresden;360622
S-Bahnhof Trachau West Dresden;972183
S-Bahnhof Triebischtal Meißen;304079
S-Bahnhof Trotha (Bus) Halle (Saale);953233
S-Bahnhof Wahren (Bus) Leipzig;954095
S-Bahnhof Wedel;701183
S-Bahnhof Weintraube Radebeul;978068
S-Bahnhof West (Nordseite) (Bus) Schkeuditz;130843
S-Bahnhof Westseite Hilden;657454
S-Bahnhof Weststadt/Südstadt Heidelberg;506432
S-Bahnhof Wohnstadt Nord Halle (Saale);953117
S-Bahnhof Zscherbener Straße Halle (Saale);953271
S-Bahnhof/Bahnhofstr Machern;960370
SIG Combibloc Bahnhof (Bus) Linnich;589745
Saal (Donau);8005238
Saalbahnhof Jena;646784
Saalburg (Taunus);8007851
Saalburg/Lochmühle Bahnhof Wehrheim;106301
Saalfeld (Saale);8010309
Saarbrücken Hbf;8000323
Saarbrücken Ost;8005241
Saarbrücken-Burbach;8005243
Saarburg (Bz Trier);8005245
Saarhölzbach;8005246
Saarlouis Hbf;8005247
Saarmund;8081220
Saarmund Abzw zum Bahnhof Nuthetal;735403
Saarmund Abzweig zum Bahnhof;8079764
Saasen;8005249
Saasen Bahnhof Reiskirchen;111181
Saatel;8012827
Saatel Bushaltestelle;8079610
Sachsen (b Ansbach);8005250
Sachsendorf (Calbe);8012830
Sachsendorf (Calbe) Bahnhof (Bus) Barby;957234
Sachsenhausen (Nordb);8012831
Sachsenhausen Bahnhof Oranienburg;733708
Sachsenheim;8005253
Sagard;8012832
Sagehorn;8005256
Sagehorn Bahnhof Oyten;604098
Sagehorn Bahnhof Süd Oyten;197900
Salach;8005258
Salem;8004029
Salet Schönau a Königssee;877550
Saline (Autohaus) Rottweil;504739
Saline Rottweil;500901
Sallach;8005259
Salmtal;8005260
Salza/Bahnhof Nordhausen;248233
Salza/Zuckerweg Nordhausen;248347
Salzbergen;8005262
Salzburg Liefering;8102063
Salzburg Lieferinger Spitz;8171096
Salzburger Platz Freilassing;877324
Salzderhelden Bahnhof Einbeck;355600
Salzgitter;8096006
Salzgitter-Bad;8005265
Salzgitter-Immendorf;8005269
Salzgitter-Lebenstedt;8005270
Salzgitter-Ringelheim;8000325
Salzgitter-Thiede;8005274
Salzgitter-Watenstedt;8005275
Salzkotten;8005276
Salzkotten Bahnhof;368016
Salzwedel;8010310
Samoa FKK-Strand;8079175
Samtens;8012835
Sand (Niederbay);8005279
Sand Aiterhofen;541214
Sande;8005282
Sandebeck;8005283
Sandebeck Gasthaus Steinheim (Westf);927296
Sandebeck Südstraße Steinheim (Westf);928480
Sanderbusch;8005285
Sandershäuser Straße Kassel;712612
Sandersleben (Anh);8010311
Sandersleben (Anhalt) Bahnhof (Bus) Arnstein (Har;955659
Sandförde;8012839
Sandförde Jatznick;331883
Sandhagen bei Bad Doberan;8012840
Sandkrug;8005287
Sandkrug Bahnhof Hatten;769342
Sandow Bahnhofsvorplatz SEV Cottbus;201639
Sandow Cottbus;742937
Sandwehle;8005288
Sangerhausen;8010312
Sanitz (b Rostock);8012841
Sankt Alban;8005639
Sankt Alban St Dießen a Ammersee;246250
Sankt Bartholomä Schönau a Königssee;877548
Sanssouci;8005289
Sanssouci Balve;878181
Sarnau;8005291
Sarnow;8012842
Sarnow Dorf Pritzwalk;737782
Sarstedt;8005292
Sasbach am Kaiserstuhl;8007287
Sassenroth;8005293
Sassenroth Hellertalstraße;8071133
Sassnitz;8012843
Sassnitz Fährhafen;8089147
Sassnitz-Mukran Fährhafen;8081014
Satteldorf;8005297
Satzvey;8005298
Satzvey Bahnhof Mechernich;449999
Sauerlach;8005299
Sauldorf;8077776
Saulgrub;8005302
Saulheim;8004352
Savignyplatz Berlin;748217
Schafbrücke;8005306
Schafstädt;8012851
Schaftlach;8005311
Schaftlach Bahnhof Waakirchen;592618
Schaidt (Pfalz);8007857
Schalchen;8005312
Schalkau;8012852
Schalkau Mitte;8012854
Schalksmühle;8005316
Schalkstetten;8007072
Schallstadt;8005317
Schameder;8005319
Schandelah;8005320
Schandelah Bahnhof Cremlingen;889825
Schanz (Jakobstraße) Aachen;267123
Schanz (Vaalser Straße) Aachen;267348
Schaprode;8081011
Scharbeutz;8005321
Scharfenstein;8012853
Scharfenstein Bahnhof Drebach;982550
Scharmede;8005322
Scharmede Bahnhof Salzkotten;925713
Scharnebeck;8070529
Scharnhorst Bahnhof Dortmund;652440
Scharstorf;8012856
Schauinsland;8079176
Schechen;8005327
Schechen Gasthaus Egger;8071454
Scheeßel;8005330
Scheffelstr Chemnitz;330283
Scheibenberg;8012859
Scheidemannplatz Kassel;713679
Scheidt (Saar);8005332
Schelklingen;8005333
Schemmerberg;8005334
Schemmerberg Bahnhof Schemmerhofen;801075
Schenkenzell;8005335
Scheppach;8005329
Scherfede;8005336
Scherfede Bahnhof Warburg;927765
Scheuerfeld (Sieg);8005338
Scheven;8005339
Schieder;8005340
Schieder Bahnhof/SchiederSee Schieder-Schwalenber;927199
Schierbrok;8005343
Schierke;8017022
Schierling;8070811
Schierstedt;8012862
Schifferstadt;8000326
Schifferstadt Süd;8005345
Schiffsanleger Berg (Starnberger See);620305
Schiffsanleger Bernried (Starnberger See);620335
Schiffsanleger Chieming;844007
Schiffsanleger Dießen a Ammersee;620535
Schiffsanleger Gstadt a Chiemsee;844004
Schiffsanleger Herrsching a Ammersee;621558
Schiffsanleger Schondorf a Ammersee;623078
Schiffsanleger Seeon-Seebruck;844006
Schiffsanleger Seeshaupt;623130
Schiffsanleger Tutzing;623417
Schiffsanleger Utting a Ammersee;623528
Schiffweiler;8005346
Schildower Str Berlin;732436
Schilksee (Fähre) Kiel;360911
Schillerplatz Chemnitz;982228
Schillerstraße Karlsruhe;363040
Schiltach;8005350
Schiltach Mitte;8005347
Schimborn;8007280
Schimborn Bahnhof Mömbris;438013
Schimborn Gasth Rose Mömbris;425899
Schirgiswalde Am Bahnhof Schirgiswalde-Kirschau;976123
Schirgiswalde Post;8070861
