name;eva
Schirgiswalde-Kirschau;8012864
Schirnding;8005352
Schkeuditz;8012865
Schkeuditz West;8012863
Schkopau;8012867
Schlachthofstr Stollberg/Erzgeb;982850
Schladen (Harz);8005355
Schladen (Harz) Bahnhof Schladen-Werla;889862
Schladern (Sieg);8005356
Schladern Bahnhof Windeck;440128
Schlatt (CH);8503427
Schlatt (Hohenz);8007222
Schlatt Bahnhof Hechingen;751807
Schlatt Paradies (Fähre);8530837
Schlatt TG Bahnhof;8573491
Schlechtbach;8007195
Schlechtbach Michelau Rudersberg;422384
Schleife;8012870
Schleife Mansfeld;964727
Schlenk S-Bahnhof Duisburg;653099
Schleswig;8005362
Schlettau (Erzgeb);8012874
Schliengen;8005364
Schlierbach (Schwalm-Eder-Kreis);8005365
Schlierbach Bahnhof Heidelberg;518514
Schlierbach Bahnhof Neuental;104395
Schlierbach Neuental;713657
Schlierbach Orthopädische Klinik Heidelberg;506417
Schlierbach Ziegelhausen Bahnhof Heidelberg;422161
Schliersee;8005367
Schloss Gottesaue Karlsruhe;721642
Schloss Rüppurr Karlsruhe;721435
Schlossgarten Bruchsal;101857
Schlosshof Ponitz;201012
Schlosspark Bad Berleburg;379302
Schlosspark Biesdorf Berlin;733231
Schlossplatz/Bahnhof Eislingen (Fils);810319
Schlottwitz Hp Niederschlottwitz Glashütte;978347
Schlottwitz Mittelstraße;8087037
Schloß Holte;8005369
Schloß Holte Bahnhof Schloß Holte-Stukenbrock;927003
Schloß Neuhaus Bahnhof Paderborn;370312
Schluchsee;8005371
Schlüchtern;8000891
Schlüttsiel;8079003
Schlüttsiel/Anleger Ockholm;695371
Schmachtenhagen;8010319
Schmalkalden;8010315
Schmalkalden-Fachhochschule;8012881
Schmalnau;8005374
Schmalnau Bahnhof Ebersburg;111069
Schmalnau Bahnhofstraße;8071384
Schmalzgrube;8079136
Schmalzgrube Forellenhof;8079138
Schmidt Eschenauel Schiffsanleger Nideggen;268573
Schmidtheim;8005378
Schmidtheim Bahnhof Dahlem b Kall;379589
Schmiechen;8005379
Schmiechen (Schwab);8005381
Schmiechen Albbahn;8070974
Schmiechen Haltepunkt Schelklingen;492558
Schmiedeberg (Dresden);8012884
Schmiedeberg Buschmühle Dippoldiswalde;978707
Schmiedeberg-Naundorf;8012885
Schmilka Fährstelle am Hp Reinhardtsdorf-Schöna;973883
Schmilka Fährstelle im Ort Reinhardtsdorf-Schöna;973888
Schmilka Grenzübergang;8071307
Schmilka Grenzübergang Bad Schandau;973887
Schmilka-Hirschmühle;8012888
Schmittlotheim Bahnhof Vöhl;104259
Schmittlotheim Vöhl;715961
Schmollensee;8012892
Schmollensee Pudagla;332497
Schmölln (Ol);8012890
Schmölln (Thür);8012889
Schmölln Bahnhof Schmölln-Putzkau;976075
Schnabelwaid;8000328
Schnaittach Markt;8005383
Schneeberg (Mark);8012895
Schneeberg im Odenwald;8005386
Schneeberger Str Chemnitz;330277
Schnega;8000440
Schneidhain;8007163
Schnelldorf;8005388
Schnelsen (Bus) Hamburg;692443
Schnepfenthal (TWSB) Waltershausen;645063
Schneverdingen;8005390
Schney;8005391
Schney Grundschule Lichtenfels (Bayern);822120
Schnitzmühle;8070670
Schoden-Ockfen;8005392
Schondorf (Bay);8005417
Schongau;8005418
Schonungen;8005400
Schopfheim;8005420
Schopfheim West;8005425
Schopfheim-Schlattholz;8005426
Schopfloch (b Freudenstadt);8005421
Schopp;8005423
Schorndorf;8005424
Schorndorf Bahnhof/Grabenstraße;8071673
Schorndorf-Hammerschlag;8007191
Schortens-Heidmühle;8002695
Schoßbach Fa Huber Erharting;543788
Schramberg;501340
Schrezheim;8005431
Schrezheim Bahnhof Ellwangen (Jagst);421313
Schrobenhausen;8005432
Schrozberg;8005433
Schröderstraße Ettlingen;722990
Schule Altchemnitz Chemnitz;330276
Schule Dettenhausen;555865
Schule Elmenhorst (Vorpommern);325456
Schule Kodersdorf;743270
Schule Lübstorf;320174
Schule Meeder;462404
Schule Mücka;976935
Schule Papendorf b Rostock;935417
Schule Rechenberg-Bienenmühle;980262
Schule Walsleben b Neuruppin;734683
Schulzentrum Baiersbronn;377981
Schulzentrum Bretten;723545
Schulzentrum Coesfeld;901613
Schulzentrum Marktoberdorf;845080
Schulzentrum Süderbrarup;696961
Schulzentrum/Panoramabad Freudenstadt;132983
Schurzfell;8070902
Schurzfell Nordhausen;248265
Schutzbach;8007080
Schwaan;8010322
Schwabach;8005439
Schwabach-Limbach;8005440
Schwabhausen (b Dachau);8005442
Schwabmünchen;8005444
Schwabsberg;8005445
Schwabstraße SEV Stuttgart;366052
Schwabstraße Stuttgart;561580
Schwaig;8005451
Schwaig (b Nürnberg);8096019
Schwaigern (Württ);8005453
Schwaigern (Württ) West;8071002
Schwaigern Ost;8070156
Schwaigern West (Bus);361583
Schwaikheim;8005454
Schwalbach (Taunus) Limes;8005455
Schwalbach (Taunus) Nord;8005456
Schwallungen;8012929
Schwalmstadt-Wiera;8006401
Schwammenauel Parkplatz Heimbach (Eifel);203484
Schwammenauel Schiffsanleger Heimbach (Eifel);268574
Schwammenauel Staudamm Heimbach (Eifel);303494
Schwandorf;8000027
Schwanen Herbrechtingen;818245
Schwanheide;8012933
Schwante;8012934
Schwante An der Kirche;8081563
Schwante An der Kirche Oberkrämer;733854
Schwarmstedt;8005457
Schwarzburg;8012937
Schwarzenbach (Saale);8005466
Schwarzenbach (b Pressath);8005465
Schwarzenbek;8005468
Schwarzenberg;8006715
Schwarzenberg (Erzg);8010323
Schwarzenberg Bahnhof Baiersbronn;815218
Schwarzenberg Hp;8012938
Schwarzenberg-Neuwelt;8012939
Schwarzenfeld (Opf);8005469
Schwarzer Weg Bad Wildbad;828136
Schwarzheide Ost;8012941
Schwarzkollm;8012942
Schwarzkollm Bahnhof Hoyerswerda;976715
Schwarzmühle Schwarzatal;691260
Schwedt (Oder);8012943
Schwedt (Oder) Mitte;8012944
Schwedt (Oder) Mitte Bahnhof;729808
Schweich (DB);8005476
Schweicheln Bahnhof Hiddenhausen;361538
Schweighofen;8007860
Schweikershain;8012946
Schweikershain Bahnhof Erlau;981007
Schweikershain Geringswalder Straße;8071580
Schweikershain Wartehalle Erlau;980866
Schweinau Nürnberg;682704
Schweinfurt Hbf;8000032
Schweinfurt Mitte;8005479
Schweinfurt Stadt;8005481
Schweinsburg-Culten;8012947
Schweinsdorf;8005485
Schweizer Bahnhof Konstanz;501490
Schweißbrücke Erdmannhausen;422394
Schwelm;8000033
Schwelm Bahnhof Schwelm;658276
Schwelm West;8005488
Schwenningen (Bay);8005489
Schwenningen (Neckar);8005490
Schwenningen Bahnhof Villingen-Schwenningen;135777
Schwenningen Bf/Berufsakademie Villingen-Schwenni;501297
Schwenningen Bürgerheim Villingen-Schwenningen;500763
Schwenningen Eisstadion Villingen-Schwenningen;498023
Schwenningen Hammerstatt Villingen-Schwenningen;504264
Schwenningen Rottweiler Hof Villingen-Schwenninge;500762
Schwenzin;8012949
Schwenzin Waren (Müritz);333319
Schweppenburg-Heilbrunnen;8071495
Schwerin (Meckl) Süd (Bahn);363920
Schwerin Am Europahotel;8072951
Schwerin Hbf;8010324
Schwerin Marienplatz;8089470
Schwerin Mitte;8012940
Schwerin Platz der Jugend;8089479
Schwerin Süd;8012951
Schwerin-Görries;8010325
Schwerin-Lankow;8012953
Schwerin-Margaretenhof;8012960
Schwerin-Warnitz;8012954
Schwerin-Wüstmark;8013354
Schwerte (Ruhr);8000037
Schweta Bf;8070693
Schweta Gasth;8070692
Schwetzingen;8005494
Schwetzingen-Hirschacker;8005493
Schwieberdingen;8007326
Schwieberdingen Mitte;561018
Schwieberdinger Straße Hemmingen (Württ);556870
Schwindegg;8005495
Schwäbisch Gmünd;8000329
Schwäbisch Hall;8005449
Schwäbisch Hall-Hessental;8000330
Schwörstadt;8005497
Schöllkrippen;8007283
Schömberg (b Rottweil);8029359
Schömberg Stausee;8072211
Schöna;8012898
Schöna (Gr);8089126
Schöna Dorfplatz;8012904
Schöna Fährstelle Reinhardtsdorf-Schöna;973855
Schönau (Hörsel);8012899
Schönberg (Meckl);8012902
Schönberg (Vogtl);8010317
Schönberg Bahnhof Rosenbach/Vogtl;967231
Schönborn (Doberl);8012903
Schönbuchstraße Böblingen;555723
Schönbörnchen Wendestelle Glauchau;983675
Schönebeck (Elbe);8010318
Schönebeck Süd;8081260
Schönebeck-Bad Salzelmen;8012907
Schönebeck-Felgeleben;8013465
Schönebeck-Frohse;8081270
Schöneck (Vogtl);8012908
Schöneck (Vogtl) Ferienpark;8000343
Schöneck-Büdesheim;8001248
Schöneck-Kilianstädten;8003255
Schöneck-Oberdorfelden;8004523
Schönerlinde;8012910
Schönerlinde Bahnhof Wandlitz;727303
Schönewörde;8005405
Schönfließ (Mark) Dorf;8012914
Schönfließ (b Oranienburg);8081290
Schönfließ Kirche Mühlenbecker Land;733816
Schönfließer Str Hohen Neuendorf;733694
Schöngeising;8005406
Schönhalde Wangen im Allgäu;191312
Schönhausen (Elbe);8010321
Schönhauser Allee Berlin;732618
Schönmünzach;8005409
Schönmünzach Bahnhof Baiersbronn;721829
Schönow (Angerm);8012918
Schönow Bahnhof Passow (Uckermark);738927
Schönstedt;8012919
Schönstedt Schule;8070987
Schönwald (Oberfr);8005412
Schönwalde (Barnim);8081300
Schönwalde (Barnim) Kreuzung;8071848
Schönwalde (Spreewald);8012923
Schönwalde (Spreewald) Bahnhof Schönwald (Branden;741048
Schönwalde Bahnhof Wandlitz;738880
Schönwalde Kreuzung Wandlitz;740034
Schöppenstedt;8005413
Schötmar;8005415
Schötmar Bahnhof Bad Salzuflen;920356
Schülldorf;8005435
Schüptitz;8012927
Schüttorf;8005436
Sebnitz (Sachs);8012959
Sechshelden;8005498
Sechshelden Bahnhof Haiger;111004
Sechtem;8005499
Sechtem Bahnhof Bornheim (Rheinland);444367
Sechtem Bahnhof P+R Nord Bornheim (Rheinland);443907
Seckach;8000042
Seddin;8013492
Seddin Bahnhof Seddiner See;735279
Seddin Waldstraße;8079767
Sedlitz Bahnhof Senftenberg;741706
Sedlitz Ost;8010183
Seebach (Mühlhaus);8012961
Seebach (b Mühl) Ort;8089141
Seebach Ort Mühlhausen (Thür);215198
Seebad Ahlbeck;8012962
Seebad Ahlbeck Bahnhof;8089172
Seebad Heringsdorf;8012963
Seebergen;8012965
Seebergen Bahnhof Drei Gleichen;645306
Seebrugg;8005502
Seebrugg Bahnhof Schluchsee;502943
Seebrugg Straßenkreuzung Schluchsee;502942
Seefeld (Mark);8012966
Seefeld (Mark) Dorf;8081060
Seefeld (Mark) Dorf Werneuchen;740051
Seefeld (Mark) Eichenstr Werneuchen;749470
Seefeld (Mark) Eichenstraße;8071845
Seefeld-Hechendorf;8005504
Seeg;8005505
Seegarten (Fähre) Kiel;360902
Seegarten Heidelberg;518184
Seegefeld;8081586
Seegefeld Bahnhof Falkensee;361180
Seeglas (Schiff) Gmund a Tegernsee Gmund a Tege;966969
Seeglas Gmund a Tegernsee;596209
Seeglas Kurstraße Gmund a Tegernsee;592945
Seehausen (Altm);8012967
Seehausen (Uckermark);8012968
Seehausen Bahnhof Oberuckersee;738931
Seeleiten-Berggeist;8005506
Seelow (Mark);8012973
Seelow-Gusow;8011788
Seelow-Gusow Bahnhof Gusow-Platkow;740315
Seelvitz;8012974
Seelze;8005507
Seerhausen;8012975
Seesauna (Schiff) Tegernsee;966965
Seesauna Tegernsee;591705
Seesen;8000043
Seeshaupt;8005508
Sehlem (Kr Wittlich);8005510
Sehma;8012976
Sehnde;8005511
Seiboldsdorf;8005512
Seifersdorf;8012977
Seifhennersdorf;8012979
Seitschen;8012981
Seitschen Bahnhof Göda;363630
Selb Nord;8005516
Selb Stadt;8005517
Selb-Plößberg;8005518
Selbitz;8005520
Selhausen;8007835
Seligenstadt (Hess);8005522
Seligenstadt (b Würzburg);8005523
Seligenstadt Bahnhof Prosselsheim;820494
Seligenstadt Mainschleifenbahn;8070859
Sellin (Rügen) Ost;8012983
Sellin (Rügen) West;8070258
Sellin Ost;952262
Sellstedt;8007811
Selm;8005525
Selm-Beifang;8005526
Seltendorf;8012984
Senden;8005532
Senftenberg;8010327
Senne Bahnhof Bielefeld;922997
Sennelager;8005534
Sennestadt;8005535
Sennestadt Bahnhof Bielefeld;923804
Sennfeld;8005536
Sennfeld Bahnhof Adelsheim;420707
Sennfeld Rathausplatz Adelsheim;509737
Serams;8012986
Serams Wendeplatz Zirkow;952266
Serrig;8005539
Sersheim;8005540
Sersheim Bahnhofstraße;8071414
Seubersdorf;8005543
Seulberg;8005544
Seulberg Linde Friedrichsdorf;102770
Seulbitz;8005545
Seulbitz Ort Schwarzenbach a d Saale;546466
Seybothenreuth;8005547
Siebeldingen-Birkweiler;8005551
Siebenbrunn;8012988
Siebenbrunn Steinknock;8071305
Siedlinghausen;8005555
Siedlung Soltendieck;317971
Siegburg Bahnhof;8075556
Siegburg/Bonn;8005556
Siegelsbach;8007438
Siegelsdorf;8005557
Siegelsdorf Bahnhof Veitsbronn;683449
Siegen;8000046
Siegen-Geisweid;8003018
Siegen-Weidenau;8003020
Siegsdorf;8005559
Siemenswerke München;637528
Sierksdorf;8005561
Siersburg;8005562
Siershahn;8000060
Siglingen;8005566
Siglingen L1096 Neudenau;421030
Sigmaringen;8000069
Sigmaringendorf;8005568
Silbach;8005569
Silbach Bahnhof Winterberg;412921
Silberhausen;8012993
Silberhausen Bahnhof Dingelstädt;161017
Silberhütte NE;8017023
Silberstraße;8012996
Silcherstraße Wörth am Rhein;510758
Simbach (Inn);8000072
Simmelsdorf-Hüttenbach;8005572
Simtshausen;8005573
Simtshausen Bahnhof Münchhausen am Christenberg;711422
Simtshausen Bundesstraße Münchhausen am Christenb;716099
Sindelfingen;8005574
Sindlingen Bahnhof Frankfurt a M;102099
Sindorf;8005575
Singen (Hohentwiel);8000073
Singen (Hohentwiel) Friedrich-Ebert-Platz;8079223
Singen (Htw) Bahnhof;8079073
Singen (Htw) Heidenbühl;8079246
Singen (Htw) Julius-Bührer-St;8079989
Singen (Htw) Markuskirche;8079795
Singen (Htw) Rielasinger-Straße;8079709
Singen (Thür);8012998
Singen Bahnhof Stadtilm;670014
Singen Busbahnhof;501507
Singen Industriegebiet;8079616
Singen Landesgartenschau;8005560
Singlis;8005576
Sinn;8005577
Sinsen Bahnhof Marl (Westf);372283
Sinsheim (Elsenz) Hauptbahnhof;379849
Sinsheim (Elsenz) Hbf;8005578
Sinsheim Museum/Arena;8070097
Sinzheim;8005587
Sinzheim (b Bühl);720824
Sinzheim Nord;8005588
Sinzig (Rhein);8005580
Sinzing;8005581
Sipplingen;8005582
Sittinger Alzenau i UFr;425907
Sitzendorf Bahnhof Unterweißbach;691276
Sitzendorf-Unterweißbach;8013000
Sodener Stock Kronberg im Taunus;102253
Soest;8000076
Sohl;8013002
Sohland;8013003
Solingen Grünewald;8005597
Solingen Hbf;8000087
Solingen Mitte;8005598
Solingen Vogelpark;8006714
Solingen-Schaberg;8005590
Solln Bahnhof Wendeschleife München;626175
Solln München;625196
Sollstedt;8013004
Solms;8005592
Solnhofen;8005593
Solpke;8013005
Soltau (Han);8000088
Soltau Nord;8005594
Soltendieck;8000445
Soltendieck Siedlung;8071244
Sommerrain Stuttgart;561440
Sondern;8005600
Sondern Seebahnhof Olpe;415736
Sondernach;8005601
Sondernach Ortsausgang Schelklingen;491745
Sondernheim;8005602
Sondernheim Bahnhof Germersheim;235002
Sondernheim Scherer Germersheim;509812
Sondershausen;8010329
Sonnborn Bahnhof Wuppertal;664750
Sonnborner Ufer Wuppertal;657929
Sonneberg (Thür) Hbf;8013008
Sonneberg (Thür) Nord;8013009
Sonneberg (Thür) Ost;8013010
Sonneberg (Thür) West;8013011
Sonneberg Nord;210015
Sonnenstraße Freiburg im Breisgau;808141
Sontheim (Schwab);8005607
Sontheim-Brenz;8005608
Sonthofen;8005609
Sontra;8005610
Sontra Breitwiese;8071122
Sophian-Kolb-Straße Bayreuth;468211
Sophienhof;8017040
Sophienstraße Karlsruhe;370602
Sorge;8017024
Sossenheim Bahnhof Frankfurt a M;102199
Sottrum;8005613
Soyen;8005614
Spaichingen;8005616
Spaichingen Mitte;8005617
Sparkasse Runkel;100177
Sparkasse/Bahnhof Küps;464816
Sparrieshoop;8007066
Sparrieshoop Bahnhof Klein Offenseth-Sparrieshoop;704594
Spay;8005622
Spechtritz;8013015
Speele;8005623
Speicher;8005624
Speikern;8005625
Sperrwerk Neuenfelde Hamburg;693432
Speyer Hbf;8005628
Speyer Nord-West;8005626
Spich;8005629
Spich Bahnhof Troisdorf;444170
Spiegelau;8005630
Spiegelstr Halberstadt;953077
Spiekeroog;8007767
Spielberg;8079048
Spinnerei Ettlingen;720478
Splau;8011082
Sponholz;8013017
Sponholz Ort;8079768
Spornitz;8013018
Sportforum Bernburg (Saale);366462
Sportplatz Sülstorf;321154
Sprakel Bahnhof Münster (Westf);906760
Spreewaldbahnhof Cottbus;742967
Spreewiesen Berlin;733502
Spremberg;8010330
Sprendlingen (Rheinh);8005637
Sprendlingen Bahnhof Dreieich;102703
Springe;8005638
Sprötze;8005640
Sprötze Bahnhof Buchholz (Nordheide);617738
Spöck Hochhaus Stutensee;721334
Spöck Richard-Hecht-Schule Stutensee;362296
St Augustin Kloster;8070767
St Augustin Markt;8070025
St Augustin Ort;8070766
St Augustin-Mülldorf;8070768
St Egidien;8010331
St Georgen (Schwarzw);8005644
St Georgen Kirche Freiburg im Breisgau;808262
St Georgen Schiff Freiburg im Breisgau;808249
St Goar;8005645
St Goar KD;8075961
St Goarshausen;8005646
St Goarshausen KD;8075960
St Ilgen Bahnhof Leimen (Baden);518546
St Ilgen Bahnhof Ost Leimen (Baden);518547
St Ilgen Bahnhof West Leimen (Baden);427528
St Ilgen-Sandhausen;8005648
St Ingbert;8005649
St Johanner Markt Saarbrücken;837515
St Jöris Bahnhof (Bus) Eschweiler;268977
St Koloman;8005652
St Mang;8005653
St Michaelisdonn;8005655
St Ottilien;8005656
St Pantaleon-Reith;8101583
St Petersburger Straße Rostock;939265
St Thomas;8005658
St Wendel;8005659
St. Blasien Busbahnhof;502916
St. Goar Fähre;8071778
Staaken Bahnhof Berlin;745543
Staatsbahnhof Oerel;615037
Staatsstraße Erdweg;209726
Staatstheater Saarbrücken;836358
Stade;8000089
Stadion Osttribüne Frankfurt a M;101808
Stadlerplatz Chemnitz;984153
Stadt Wehlen (Sachs);8013022
Stadtallendorf;8005661
Stadtbahnhof 1A Iserlohn;880903
Stadtbahnhof 1B Iserlohn;878713
Stadtbahnhof 1C Iserlohn;880910
Stadtbahnhof 1D Iserlohn;880902
Stadtbahnhof 1E Iserlohn;881014
Stadtbahnhof 1F Iserlohn;878211
Stadtbahnhof 2A Iserlohn;880974
Stadtbahnhof 2B Iserlohn;880942
Stadtbahnhof 2D Iserlohn;879350
Stadtbahnhof 3 Iserlohn;879327
Stadtbahnhof Bingen am Rhein;520137
Stadtbahnhof Eichstätt (Bayern);376402
Stadtbahnhof Eschwege;715207
Stadtbahnhof Freudenstadt;815184
Stadtbahnhof Schweinfurt;465754
Stadtbahnhof Trossingen;371717
Stadthagen;8005662
Stadthalle Chemnitz;982216
Stadthalle Heidelberg;201170
Stadthalle Zwickau;371171
Stadthaus S-Bahnhof Dortmund;655673
Stadthaus Werne;910185
Stadtilm;8013023
Stadtmitte Bad Doberan;935698
Stadtmitte Bretten;111553
Stadtmitte Hadamar;454210
Stadtmitte Kaiserslautern;306226
Stadtmitte Stuttgart;106056
Stadtmitte-Bahnhof Nagold;828346
Stadtoldendorf;8005665
Stadtprozelten;8005666
Stadtrade Kiel;703703
Stadtring/Hauptbahnhof Cottbus;729554
Stadtroda;8013025
Stadtseebahnhof (Bus) Stendal;959527
Stadtwald S Mettmann;379083
Stadtwald S-Bahnhof Mettmann;665700
Stadtwerke Karlsruhe;370315
Stadtwerke Konstanz;504172
Staffel;8005668
Staffel Ost;8071537
Staffel Ost Limburg a d Lahn;457145
Stahringen;8077773
Stahringen Bahnhof Radolfzell am Bodensee;503605
Stambach;8005673
Stambach Bahnhof Contwig;509015
Stammbach;8005674
Stammheim S-Bahn Köln;441574
Stapelburg;8013432
Starckstraße Karlsruhe;365101
Starnberg;8005676
Starnberg Nord;8005675
Starnberg Nord Bahnhof;625207
Starnberg SF;8076134
Stauchitz;8013029
Staudernheim;8005678
Staufen;8007332
Staufen Süd;8007333
Staufenberg-Speele Pommernstraße;8071123
Staßfurt;8010332
Stebnice;5402933
Stederdorf (Kr Uelzen);8005682
Stederdorf Bahnhof Wrestedt;317805
Steele Ostbahnhof Essen (Ruhr);654785
Steele S-Bahnhof Essen (Ruhr);652675
Stefan-Heym-Platz Chemnitz;330016
Stegen Schiffsanleger Inning a Ammersee;623242
Stegenwaldhaus;8005686
Stegenwaldhaus Bahnhof Selbitz (Oberfranken);117076
Steilküste/Wittenbeck;8011847
Stein (Traun);8005687
Stein an der Traun Traunreut;594409
Steina;8013033
Steinach (Baden);8005688
Steinach (Thür);8013034
Steinach (Thür) Süd;8013036
Steinach (b Rothenburg);8000091
Steinach Bahnhof Gallmersgarten;460217
Steinach Breitenberg Bahnhof Pfronten;965650
Steinalben;8005689
Steinau (Straße);8005690
Steinbach (b Jöhstadt) Stolln;8079139
Steinbach (b Jöhstadt) Wildbach;8079238
Steinbach (bei Jöhstadt);8079137
Steinbach Rebland Baden-Baden;721653
Steinbach am Wald;8005692
Steinbach-Hallenberg;8013037
Steinberg Bahnhof Dietzenbach;100485
Steinbühl Bahnhof Nürnberg;675080
Steinebach;8005699
Steinebach Bahnhof Wörthsee;625809
Steinefrenz;8005700
Steinen;8005701
Steinerne Renne;8017025
Steinfeld (Oldb);8005703
Steinfeld (Pfalz);8007858
Steinfeld (Stendal);8013039
Steinfurt-Borghorst;8001096
Steinfurt-Burgsteinfurt;8000062
Steinfurt-Grottenkamp;8005712
Steinhagen (Westf);8005704
Steinhagen Bielefelder Straße (Westf);8005702
Steinhausen-Neuburg;8013040
Steinheim (Main);8005706
Steinheim (Main) Bahnhof Hanau;104504
Steinheim (Westf);8005708
Steinhäusle Bad Herrenalb;722970
Steinhöring;8005709
Steinpleis;8010333
Steinpleis Post;8071329
Steinsfurt;8005714
Steinsfurt Bahnhof SEV Sinsheim;422218
Steinsfurt Bahnhof Sinsheim;509991
Steinweiler;8005713
Steinwenden;8005715
Steinwerder (Fähre) Hamburg;693395
Steinwerder Hamburg;693388
Steinwiesen Bf;8005716
Stelle;8005717
Stelle Bahnhof Stuhr;611465
Stelle DHE;8070547
Stendal;8010334
Stendal Hochschule;8013045
Stendal Vorbf;8013046
Stendal-Stadtsee;8010335
Stenn;8013047
Stenn Wendestelle;8070986
Sterbfritz;8005720
Sterbfritz Bahnhof Sinntal;111316
Sterkrade Bahnhof Oberhausen (Rheinland);653931
Sterkrade Bahnhof Westseite Oberhausen (Rheinland;660894
Sternfeld;8013051
Sternfeld Ort;8079769
Sternhaus-Haferfeld;8017026
Sternhaus-Ramberg;8017027
Sternschanze (Messe) Hamburg;374950
Sterzhausen;8005722
Sterzhausen Bahnhof Lahntal;372093
Stetten (Donau);8005723
Stetten (Haigerloch);8070548
Stetten (Schwab);8005725
Stetten Bahnhof Lörrach;502075
Stetten Bahnhof/Zeppelinstraße Lörrach;496674
Stetten Donaustraße Mühlheim an der Donau;501506
Stetten Kirche Schwaigern;755406
Stetten am Heuchelberg;8005724
Stetten-Beinstein;8005726
Stettfeld (Baden);8007134
Stettfeld (Baden) Bahnhof Ubstadt-Weiher;723679
Stettfeld-Weiher;8005933
Steuler Mühlacker;940490
Stiege;8017028
Stierstadt Bahnhof Oberursel (Taunus);111502
Stift Heiligengrabe;737962
Stift Keppel-Allenbach;8005731
Stock Hafen Bahnhof Prien a Chiemsee;844014
Stock Hafen Schiffsanleger Prien a Chiemsee;844001
Stockach NE;8077774
Stockau;8005734
Stockdorf;8005735
Stockhausen (Lahn);8005736
Stockhausen Bahnhof Leun;111120
Stockheim (Oberfr);8005737
Stockheim (Unterfr);8005738
Stockheim Bahnhof Glauburg;106504
Stockstadt (Main);8005739
Stockstadt (Rhein);8005740
Stolberg (Rheinl) Gbf;8099506
Stolberg (Rheinland) Hbf;8000348
Stolberg Hbf Gleis 27 (Rheinl);8098348
Stolberg Rheinl Hbf Gl 44;8098349
Stolberg-Altstadt;8005741
Stolberg-Mühlener Bahnhof;8005745
Stolberg-Rathaus;8005743
Stolberg-Schneidmühle;8005744
Stollberg (Sachs);8010337
Stollberg (Sachs) Gewerbepark;8071811
Stollberg Schlachthofstraße;8017415
Stolpen;8013057
Stolpen Grüne Aue;8079044
Stommeln;8005746
Stommeln Bahnhof Pulheim;444896
Stoppelmarkt Vechta;603364
Storkow (Mark);8013058
Storzingen;8005747
Storzingen Bahnhof Stetten am kalten Markt;752478
Stotternheim;8013061
Stotternheim Bahnhof Erfurt;645867
Stotzheim;8005748
Stotzheim Bahnhof Euskirchen;379592
Stozec;5402937
Stralsund Hafen;8081012
